Nombre,Precio,Valoracion,Tienda,Fecha
"Portátil Acer Gaming Nitro V 15 ANV15-52 15.6"" Intel Core i9-13900H 32GB 1TB SSD RTX 5050",1149.0,,PcComponentes,2026-04-17
"MSI Cyborg 15 B2RWFKG-201XES Intel Core 7 240H 32GB DDR5 1TB SSD RTX 5060 15.6"" FHD RGB Windows 11 Home",1379.0,,PcComponentes,2026-04-17
"HP 15-fc0174ns 15.6"" AMD Ryzen 3 7320U 8GB 512GB SSD Radeon Graphics FreeDOS",369.0,,PcComponentes,2026-04-17
"Portátil Acer Nitro V 15 ANV15-52 15.6"" Intel Core i9-13900H 32GB 1TB RTX 5060",1249.0,,PcComponentes,2026-04-17
"HP OMEN MAX Gaming Laptop 16-ah0001ns Intel Core Ultra 9 275HX/32GB/1TB SSD/RTX 5070 Ti/16""",2399.0,,PcComponentes,2026-04-17
"Portátil Dell Pro 14 Plus PB14250 14"" Intel Core Ultra 5 235U 16GB 512GB SSD Windows 11 Pro Aluminio",1449.0,N/A,PcComponentes,2026-04-17
"Portátil MSI Vector 16 HX AI A2XWJG-671XES 16"" Intel Core Ultra 9 275HX 64GB 1TB SSD RTX 5090 Sin S.O RGB",3329.0,,PcComponentes,2026-04-17
ASUS Vivobook Go 15 E1504FA-R57BLHDPS2 AMD Ryzen 5 7520U/16GB/512GB SSD/15.6 (PT),449.0,N/A,PcComponentes,2026-04-17
"HP ZBook 8 G1i Intel Core Ultra 7 265H 32GB 1TB SSD RTX 500 16"" WUXGA Táctil Windows 11 Pro",2607.34,N/A,PcComponentes,2026-04-17
"Portátil MSI Cyborg A15 AI B2HWFKG-094XES 15.6"" AMD Ryzen 9 270 64GB 1TB SSD RTX 5060 8GB Translucent Black",1561.28,,PcComponentes,2026-04-17
"Acer Nitro Nitro V 16 AI ANV16-42-R556 AMD Ryzen 7 260/16GB/1TB SSD/RTX 5050/16"" (PT)",1099.0,,PcComponentes,2026-04-17
"Apple MacBook Neo 13"" Apple A18 Pro 8GB 512GB SSD GPU 5 núcleos macOS Touch ID Cítrico",799.0,,PcComponentes,2026-04-17
"Portátil HP OMEN Slim 16-an0021ns 16"" Intel Core Ultra 7 255H 32GB 1TB SSD RTX 5070 FreeDOS",1499.0,,PcComponentes,2026-04-17
"Alurin Flex Advance IA Intel Core Ultra 7 155H/16GB/1TB SSD/15.6""/Windows 11 Home",899.0,,PcComponentes,2026-04-17
"Lenovo 100e Intel Celeron N4020/4GB/128GB SSD/11.6""",279.99,,PcComponentes,2026-04-17
"Portátil Acer Extensa 15 EX215-57-593V 15.6"" Intel Core i5-13420H 16GB 512GB SSD UHD Graphics Windows 11 Pro",678.03,N/A,PcComponentes,2026-04-17
"Portátil Acer Aspire 16 AI A16-52M 16"" Intel Core Ultra 9 288V 32GB 1TB SSD Intel Arc Windows 11 Home",1099.0,,PcComponentes,2026-04-17
"Portátil MSI Katana 15 HX B14WGK-086XES 15,6"" Intel Core i7-14650HX 32GB 1TB SSD RTX 5070",1499.0,,PcComponentes,2026-04-17
"HP OMEN MAX Gaming 16-ah0004ns OLED Intel Core Ultra 7 255HX/32GB/1TB SSD/RTX 5070 Ti/16""",2299.0,,PcComponentes,2026-04-17
"Portátil MSI VenturePro 15 A2RWFG-449XES 15.6"" Intel Core 7 240H 32GB 1TB SSD RTX 5060 8GB Gris",1349.0,,PcComponentes,2026-04-17
Acer Aspire Go AG15-42P-R15X AMD Ryzen 7 5825U/16GB/512GB SSD/15.6'' (PT),459.0,,PcComponentes,2026-04-17
"Portátil Acer Nitro V 15 ANV15-52-746G 15.6"" Intel Core i7-13620H 16GB 1TB SSD RTX 5050 8GB",1069.0,,PcComponentes,2026-04-17
"Portátil MSI Katana 17 HX B14WGK-034XES 17,3"" Intel Core i9-14900HX 32GB 1TB SSD RTX 5070 FreeDOS",1699.0,N/A,PcComponentes,2026-04-17
"Portátil HP ProBook 4 G1i 16"" Intel Core Ultra 5 225U 16GB 512GB SSD Windows 11 Pro AI Boost",1055.0,,PcComponentes,2026-04-17
"Portátil Acer Predator Helios Neo 16 AI PHN16-73-97E2 Intel Core Ultra 9 275HX 32GB 2TB SSD RTX 5070 16"" 240Hz",2049.0,,PcComponentes,2026-04-17
"Apple MacBook Air 13"" Apple M5 16GB 1TB SSD GPU 10 núcleos macOS Azul Cielo",1449.0,,PcComponentes,2026-04-17
"Apple MacBook Air 13"" Apple M5 16GB 512GB SSD GPU 8 núcleos macOS Plata",1159.0,,PcComponentes,2026-04-17
"Apple MacBook Air 15,3"" Apple M5 16GB 512GB SSD GPU 10 núcleos macOS Medianoche",1499.0,,PcComponentes,2026-04-17
"Portátil MSI Modern A14 AI F2HMG-010XES 14"" AMD Ryzen 7 PRO 250 16GB 1TB SSD Radeon 780M FreeDOS",849.0,N/A,PcComponentes,2026-04-17
Portátil HP 255 G10 15.6″ Ryzen 7 16GB 512GB SSD Radeon Graphics FreeDOS,545.3,,PcComponentes,2026-04-17
"Portátil MSI Cyborg 17 B2RW 17.3"" Intel Core 7 240H 32GB 1TB SSD RTX 5070 FreeDOS",1669.0,N/A,PcComponentes,2026-04-17
"Portátil Lenovo V15 G5 IRL 15.6"" Intel Core i5-13420H 8GB 512GB SSD UHD Graphics Windows 11 Home",529.0,N/A,PcComponentes,2026-04-17
"ASUS Zenbook S 16 OLED UM5606WA-RK053W AMD Ryzen AI 9 HX 370/32GB/1TB SSD/16""",1599.99,"4,3/5",PcComponentes,2026-04-17
"Portátil HP ProBook 4 G1i 14"" Intel Core Ultra 5 225U 16GB 512GB SSD AI PC Wolf Pro Security",1049.0,"4,2/5",PcComponentes,2026-04-17
"HP Omen 16-ap0020ns AMD Ryzen AI 7-350/32GB/1TB SSD/RTX 5060/16""/FHD/FreeDOS",1579.0,5/5,PcComponentes,2026-04-17
"Portátil Lenovo V15 Gen 5 15.6"" Intel Core i5-13420H 16GB 512GB SSD UHD Graphics Windows 11 Pro",715.61,3/5,PcComponentes,2026-04-17
"Portátil HP 15-fd0359ns 15.6"" Intel Core 3 N305 8GB 512GB SSD Blanco Windows 11 Home",521.29,,PcComponentes,2026-04-17
HP 15-fd1030np Intel Core Ultra 7 155H/24GB/1TB SSD/15.6 (PT),731.9,N/A,PcComponentes,2026-04-17
"Apple MacBook Air 13"" Apple M5 16GB 512GB SSD GPU 8 núcleos macOS Azul Cielo",1159.0,,PcComponentes,2026-04-17
"HP Laptop 15-fc0178ns 15.6"" AMD Ryzen 7 7730U 16GB 1TB SSD FreeDOS Plata",599.0,,PcComponentes,2026-04-17
"Portátil Lenovo V15 G5 IRL 15,6"" Intel Core i3 1315U 8GB 512GB SSD UHD Graphics Windows 11 Home",466.58,,PcComponentes,2026-04-17
"Portátil Asus Vivobook 15 D1502NAQ-BQ168 15,6"" AMD Ryzen 7 170 16GB 512GB SSD Radeon 680M Sin Sistema Operativo",599.0,,PcComponentes,2026-04-17
"Portátil Lenovo ThinkPad E16 Gen 3 16"" Intel Core Ultra 7 255H 16GB 512GB SSD Intel Arc 140T Windows 11 Pro",1246.9,N/A,PcComponentes,2026-04-17
"Portátil Acer Aspire Go 15 AG15-72P 15.6"" Intel Core 5 120U 16GB 512GB SSD Plata Windows 11",549.0,,PcComponentes,2026-04-17
"HP 15-fc0185ns 15.6"" AMD Ryzen 7 7730U 32GB 1TB SSD Radeon Graphics Windows 11 Blanco",799.0,,PcComponentes,2026-04-17
"HP EliteBook 640 G11 Intel Core Ultra 5 125U/16 GB/512GB SSD/14""",1063.06,,PcComponentes,2026-04-17
"Portátil HP OMEN 16-am0003ns 16"" Intel Core Ultra 7 255H 32GB 1TB SSD RTX 5060 FHD 144Hz",1449.0,,PcComponentes,2026-04-17
"HP OMEN MAX Gaming Laptop 16-ah0000ns Intel Core Ultra 9 275HX/32 GB/1TB SSD/RTX 5080/16""",2749.0,,PcComponentes,2026-04-17
"Portátil MSI Vector A16 HX A8WIG-054XES 16"" AMD Ryzen 9 8940HX 64GB 1TB SSD RTX 5080 Sin S.O RGB",2549.0,,PcComponentes,2026-04-17
"Portátil HP EliteBook 6 G1ah 14"" AMD Ryzen 5 220 16GB 512GB SSD Radeon 740M Windows 11 Pro",889.0,N/A,PcComponentes,2026-04-17
"Portátil HP 250R G9 15.6"" Intel Core 3 100U 8GB 512GB SSD Windows 11 Home",519.01,N/A,PcComponentes,2026-04-17
"Lenovo Legion Pro 7i OLED 16IAX10H Intel Core Ultra 9 275HX/64GB/1TB SSD/RTX 5080/16""",3399.0,,PcComponentes,2026-04-17
"Portátil Lenovo V15 G4 AMN 15.6"" AMD Ryzen 5 7520U 16GB 512GB SSD FHD Wi-Fi 6 Negro",516.29,,PcComponentes,2026-04-17
"Portátil MSI Cyborg 15 B2RWFKG-239XES 15,6"" Intel Core 7 240H 32GB 1TB SSD RTX 5060 FreeDOS",1258.94,N/A,PcComponentes,2026-04-17
Microsoft Surface Pro 10 Intel Core Ultra 5 135U/16GB/256GB SSD/13'' Táctil Platino,1679.44,N/A,PcComponentes,2026-04-17
"Portátil HP 255R G10 15,6"" AMD Ryzen 7 7735U 8GB 512GB SSD Radeon 680M FreeDOS",502.79,N/A,PcComponentes,2026-04-17
"Portátil Acer Extensa 15 EXO15-51-597D 15.6"" Intel Core 5 115U 16GB 512GB SSD Intel Graphics FreeDOS",559.0,N/A,PcComponentes,2026-04-17
"Portátil Acer Extensa 15.6"" Intel Core i7-13620H 16GB 512GB SSD UHD Graphics Plata",589.0,N/A,PcComponentes,2026-04-17
"Portátil ASUS Vivobook 15 F1504VA-BQ255 15.6"" Intel Core 7 150U 16GB 1TB SSD Windows 11",679.0,,PcComponentes,2026-04-17
"Portátil HP 255R G10 15,6"" AMD Ryzen 3 7335U 8GB Radeon 660M 512GB SSD FreeDOS IPS",394.99,N/A,PcComponentes,2026-04-17
"Apple MacBook Pro 16"" Apple M5 Pro 18 Núcleos 24GB 1TB SSD Apple GPU 20 Núcleos macOS Negro Espacial",3049.0,,PcComponentes,2026-04-17
"Portátil Dell Pro 14 Essential PV14250 14"" Intel Core 7 150U 16GB 1TB SSD Windows 11 Pro Intel Graphics Wi-Fi 6",1068.04,N/A,PcComponentes,2026-04-17
"Portátil Acer Aspire 16 AI A16-11M 16"" Snapdragon X1-26100 16GB 512GB SSD Adreno Windows 11 Home",649.0,N/A,PcComponentes,2026-04-17
"Portátil HP 250R G10 15.6"" Intel Core 5 120U 24GB 1TB SSD Intel Graphics Windows 11 Home",771.47,N/A,PcComponentes,2026-04-17
"Portátil Asus Vivobook 15 F1504VA-BQ258W 15.6"" Intel Core 7 150U 16GB 1TB SSD Intel Graphics Windows 11",679.0,,PcComponentes,2026-04-17
"Portátil HP 250R G10 15.6"" Intel Core 7 150U 16GB 1TB SSD Intel Graphics Windows 11 Home",868.7,N/A,PcComponentes,2026-04-17
"ASUS ROG Zephyrus G14 GA403UP-QS002 OLED AMD Ryzen 9 270/32GB/1TB SSD/RTX 5070/14""",2199.99,,PcComponentes,2026-04-17
"HP OMEN MAX Gaming Laptop 16-ah0002ns Intel Core Ultra 7 255HX/32GB/1TB SSD/RTX 5070 Ti/16""",2299.0,,PcComponentes,2026-04-17
"Portátil MSI Prestige 14 AI+ D3MG-005ES 14"" Intel Core Ultra 9 386H 32GB 1TB SSD Gráficos Intel UMA Windows 11 Home",1549.0,N/A,PcComponentes,2026-04-17
"Portátil Lenovo ThinkPad E16 Gen 3 16"" Intel Core Ultra 7 255H 32GB 1TB SSD Windows 11 Pro Negro",1455.0,,PcComponentes,2026-04-17
"Portátil Asus Vivobook 15 F1504VA-BQ257 15.6"" Intel Core 7 150U 16GB 1TB SSD Intel Graphics Sin Sistema Operativo",635.37,,PcComponentes,2026-04-17
"HP OMEN 16-am0007ns 16"" Intel Core 7 240H 32GB 1TB SSD NVIDIA GeForce RTX 5050 IA Blanco",1199.0,"4,5/5",PcComponentes,2026-04-17
ASUS TUF Gaming TUF608JMR-RV038 16″ Intel Core i7-14650HX 32GB 1TB SSD RTX 5060 8GB QWERTY ESP Gris,1499.0,"4,5/5",PcComponentes,2026-04-17
"Portátil Acer Swift 16 AI SF16-51 16"" Intel Core Ultra 7 258V 32GB 1TB SSD Arc Graphics Windows 11 Home",1299.0,N/A,PcComponentes,2026-04-17
"Apple MacBook Neo 13"" Apple A18 Pro 8GB 256GB SSD GPU 5 núcleos macOS Cítrico",699.0,"4,8/5",PcComponentes,2026-04-17
"Portátil Dell Pro 15 Essential PV15250 15.6"" Intel Core i7-1355U 16GB 512GB SSD UHD Graphics",664.27,"2,8/5",PcComponentes,2026-04-17
"Portátil Acer Nitro V 16 16"" AMD Ryzen 7 260 32GB 2TB SSD RTX 5070 Sin Sistema Operativo",1449.0,,PcComponentes,2026-04-17
"Apple MacBook Air 13"" Apple M5 16GB 1TB SSD GPU 10 núcleos macOS Plata",1449.0,,PcComponentes,2026-04-17
"Portátil Alurin Flex Advance AMD Ryzen 7 5825U/32GB/1TB SSD/15.6"" / Windows 11 Home",599.99,,PcComponentes,2026-04-17
"HP 15-fd0011ns Intel Core i7-1355U/16GB/1TB SSD/15.6""",718.99,,PcComponentes,2026-04-17
"Portátil Acer Aspire 14 AI A14-52M-59DQ 14"" Intel Core Ultra 5 226V 16GB 1TB SSD Arc Graphics Windows 11 Home",799.0,,PcComponentes,2026-04-17
"Portátil Lenovo V15 G4 AMN 15.6"" AMD Ryzen 3 7320U 8GB 512GB SSD Windows 11 Home Negro",441.99,,PcComponentes,2026-04-17
"Portátil Lenovo V15 G5 IRL 15.6"" Intel Core i5-13420H 32GB 512GB SSD UHD Graphics Windows 11 Home",815.53,N/A,PcComponentes,2026-04-17
"ASUS Chromebook CM14 Flip CL1402FM2A-EC0192 Mediatek Kompanio 520/8GB/128GB eMMC/14"" Táctil",419.99,,PcComponentes,2026-04-17
"Portátil Asus Vivobook 17 F1704VA-AU049W 17,3"" Intel Core 7 150U 16GB 1TB SSD Intel Graphics Windows 11 Home",750.0,N/A,PcComponentes,2026-04-17
"Portátil Acer Swift 16 AI SF16-51-95MY 16"" Intel Core Ultra 9 288V 32GB 1TB SSD Arc Graphics Windows 11",1399.0,,PcComponentes,2026-04-17
"Asus Vivobook Go E1504GA Intel Core i3-N305/8GB/512GB SSD/15.6"" (PT)",399.0,N/A,PcComponentes,2026-04-17
"Lenovo IdeaPad Slim 3 15ARP10-865 AMD Ryzen 7 170/16GB/1TB SSD/15.3"" (PT)",682.67,N/A,PcComponentes,2026-04-17
"Lenovo V15 G4 ABP AMD Ryzen 7 7730U/16 GB/512GB SSD/15.6""",583.0,,PcComponentes,2026-04-17
"Portátil MSI Katana 15 HX B14WGK-085XES 15.6"" Intel Core i9-14900HX 32GB 1TB SSD RTX 5070 8GB FreeDOS",1799.0,,PcComponentes,2026-04-17
"Portátil Asus Vivobook 15 X1504VA-BQ4271 15.6"" Intel Core 7 150U 16GB 512GB SSD Intel Graphics Sin Sistema Operativo",619.0,N/A,PcComponentes,2026-04-17
"Portátil GIGABYTE Gaming A16 16"" Intel Core i7-13620H 16GB 1TB SSD RTX 5060 8GB Dolby Atmos",1099.0,,PcComponentes,2026-04-17
"Portátil Lenovo Legion Pro 7 16IAX10H 16"" Intel Core Ultra 9 275HX 32GB 2TB SSD RTX 5080 16GB OLED WQXGA Negro",2639.0,,PcComponentes,2026-04-17
"Portátil Dell Pro 15 Essential PV15250 15.6"" Intel Core i5-1334U 16GB 512GB SSD FHD Negro",590.95,,PcComponentes,2026-04-17
"Replay Lenovo Thinkpad P15 G2 Intel Core i7-11800H/32GB/512GB SSD/ T1200/15.6"" Refurbished",709.0,,PcComponentes,2026-04-17
"Lenovo IdeaPad Slim 3 15.6"" AMD Ryzen 5 5625U 16GB 512GB SSD Azul Wi-Fi 6",619.83,,PcComponentes,2026-04-17
"Portátil Lenovo ThinkPad P16s Gen 4 16"" Intel Core Ultra 7 255H 32GB 1TB SSD NVIDIA RTX PRO 500 Blackwell Windows 11 Pro",3089.41,N/A,PcComponentes,2026-04-17
"Portátil Acer Aspire Go 15 AG15-71P-510M 15.6"" Intel Core i5-13420H 16GB 512GB SSD UHD Graphics Windows 11 Home",579.0,,PcComponentes,2026-04-17
HP Victus Gaming Laptop 15-fb3030np AMD Ryzen AI 5 240/24GB/1TB SSD/RTX 5050/15.6'' (PT),841.64,N/A,PcComponentes,2026-04-17
"Portátil Lenovo ThinkPad L13 2-in-1 Gen 6 13.3"" Intel Core Ultra 5 16GB 512GB SSD Táctil Gris",1532.6,N/A,PcComponentes,2026-04-17
"HP 15-fd0279ns 15.6"" Intel Core i5-1334U 16GB 1TB SSD Windows 11",629.0,,PcComponentes,2026-04-17
"ASUS ROG Strix SCAR 18 G835LX-SA046W Intel Core Ultra 9 275HX/64GB/4TB SSD/RTX 5090/18""",4785.16,,PcComponentes,2026-04-17
"Portátil Dell Pro 14 Essential PV14250 14"" Intel Core 5 120U 16GB 512GB SSD FHD+ Teclado Retroiluminado Windows 11 Pro",749.0,,PcComponentes,2026-04-17
"Portátil Lenovo ThinkPad E14 Gen 7 14"" Intel Core Ultra 7 258V 32GB 1TB SSD Intel Arc Graphics 140V Windows 11 Pro",1301.0,N/A,PcComponentes,2026-04-17
"PcCom Revolt 5070 Intel Core i7-14650HX 16""/QHD /32GB/1TB/Windows 11 Home",1819.99,,PcComponentes,2026-04-17
"Acer Aspire 3 A315-59-72N9 Intel Core i7-1255U/32GB/512GB SSD/15.6"" + WIN 11",699.0,,PcComponentes,2026-04-17
ASUS ExpertBook P1403CVA 14″ Intel Core i5-13420H 16GB 512GB SSD Windows 11 Pro Gris QWERTY,760.49,,PcComponentes,2026-04-17
"Portátil HP 15-fd0356ns 15.6"" Intel Core i7-1355U 8GB 512GB SSD Iris Xe FreeDOS",600.61,N/A,PcComponentes,2026-04-17
"ASUS TUF Gaming A18 FA808UP-S8005 AMD Ryzen 7 260/32GB/1TB SSD/RTX 5070/18""",1559.99,,PcComponentes,2026-04-17
"Portátil HP ProBook 4 G1ah 16"" AMD Ryzen 5 220 16GB 512GB SSD Radeon 740M Windows 11 Pro",949.0,,PcComponentes,2026-04-17
"Portátil MSI Vector 16 HX AI A2XWIG-628XES 16"" Intel Core Ultra 9 275HX 32GB 1TB SSD RTX 5080 FreeDOS RGB",2649.0,,PcComponentes,2026-04-17
Lenovo ThinkBook 14 2-in-1 G5 IAU Intel Core Ultra 7 255U 16GB 512GB SSD WUXGA Táctil Windows 11 Pro,1469.0,5/5,PcComponentes,2026-04-17
"Portátil MSI Vector 16 HX AI A2XWHG-098XES 16"" Intel Core Ultra 9 275HX 32GB 1TB SSD RTX 5070 Ti FreeDOS",2249.0,"4,6/5",PcComponentes,2026-04-17
"Acer Aspire 16 OLED A16-71M-750V Intel Core Ultra 7 155U/16GB/512GB SSD/16"" (PT)",799.0,N/A,PcComponentes,2026-04-17
"Portátil Apple MacBook Pro Apple M5 10 Núcleos/24GB/1TB SSD/GPU 10 Núcleos/14"" Negro",2099.0,"4,7/5",PcComponentes,2026-04-17
"Portátil HP OmniBook 3 16-bu0040ns 16"" Intel Core 7 150U 16GB 1TB SSD Intel Graphics Windows 11",1049.0,N/A,PcComponentes,2026-04-17
"Portátil Lenovo V15 Gen 5 15.6"" Intel Core i7-13620H 16GB 512GB SSD Intel UHD Graphics Windows 11 Pro",959.0,,PcComponentes,2026-04-17
"Portátil MSI Stealth 16 AI A2HWFG-076ES 16"" Intel Core Ultra 9 285H 64GB 2TB SSD RTX 5060 8GB OLED",2449.0,,PcComponentes,2026-04-17
"Portátil ASUS V16 V3607VH-RP019 16"" Intel Core 7 240H 16GB 512GB SSD RTX 5050 8GB QWERTY Español Negro Mate",1010.0,N/A,PcComponentes,2026-04-17
"Portátil MSI Modern 15 F1MG-610ES 15.6"" Intel Core 7 150U 32GB 1TB SSD Intel Graphics Windows 11 Home",1019.0,N/A,PcComponentes,2026-04-17
Acer Predator Helios Neo 16 AI PHN16-73-95W4 Intel Core Ultra 9 275HX/32GB DDR5/1TB SSD/RTX 5070 Ti/16'' (PT),1973.03,,PcComponentes,2026-04-17
"HP EliteBook X G1i Intel Core Ultra 7 258V 32GB 1TB SSD 14"" WUXGA IA Wolf Pro Security",1934.56,,PcComponentes,2026-04-17
"Microsoft Surface N200 10.5"" 64GB WiFi Platinum Windows 11 Pro",648.03,,PcComponentes,2026-04-17
"Portátil MSI Stealth A16 AI+ A3XWIG-061ES OLED 16"" AMD Ryzen AI 9 HX 370 32GB 1TB SSD RTX 5080 W11",2799.0,,PcComponentes,2026-04-17
"Portátil Asus ExpertBook P3 PM3406CKA 14"" AMD Ryzen AI 5 330 32GB 1TB SSD Windows 11 Pro Gris",992.12,,PcComponentes,2026-04-17
"ASUS ROG Strix SCAR 16 G635LX-S5031 Intel Core Ultra 9 275HX/32GB/1TB SSD/RTX 5090/16""",3050.7,,PcComponentes,2026-04-17
"Alurin Flex Advance IA Intel Core Ultra 5 125H/16GB/1TB SSD/15.6""/Windows 11 Home",779.0,,PcComponentes,2026-04-17
"Portátil Acer Predator Helios Neo 16 AI 16"" Intel Core Ultra 9 275HX 32GB 2TB SSD RTX 5070 Ti Sin Sistema Operativo",2099.0,,PcComponentes,2026-04-17
"ASUS TUF Gaming F16 FX608JPR-QT002 Intel Core i7-14650HX/32GB/1TB SSD/RTX 5070/16""",1599.99,,PcComponentes,2026-04-17
"Portátil Lenovo ThinkPad L13 Gen 6 13.3"" Intel Core Ultra 5 16GB 512GB SSD Windows 11 Pro AI Boost",1269.0,,PcComponentes,2026-04-17
HP OmniBook 5 Flip 14-FP0010NS 14″ Intel Core i5 1334U 16GB 512GB SSD 2K Táctil Azul Windows 11,859.0,,PcComponentes,2026-04-17
Portátil HP 255 G10 15.6″ Ryzen 3 8GB 512GB SSD FreeDOS WiFi 6 USB-C Plata Oscuro,402.33,,PcComponentes,2026-04-17
"Portátil Lenovo V15 G5 IRL 15.6"" Full HD Intel Core i3-1315U 16GB 512GB SSD Windows 11 Home Intel UHD Graphics",520.0,,PcComponentes,2026-04-17
"Apple MacBook Air Apple M1/16GB/256GB SSD/GPU Hepta Core/13.3"" Gris Espacial",811.15,,PcComponentes,2026-04-17
"Portátil HP EliteBook Ultra G1i 14"" Intel Core Ultra 7 258V 32GB 1TB SSD IA Táctil Azul",1905.0,,PcComponentes,2026-04-17
"Portátil Acer Predator Helios Neo 16 16"" Intel Core Ultra 9 275HX 32GB 1TB SSD RTX 5070 Sin sistema operativo",1999.0,,PcComponentes,2026-04-17
"Portátil Lenovo V15 G5 IRL 15.6"" Intel Core 5 120U 16GB 512GB SSD Intel Graphics FreeDOS",549.0,N/A,PcComponentes,2026-04-17
"Portátil Lenovo ThinkBook 16 G8 16"" Intel Core Ultra 7 255H 32GB 512GB SSD Intel Arc 140T Windows 11 Pro",1312.22,,PcComponentes,2026-04-17
"Apple MacBook Pro Apple M5 10 Núcleos/16GB/1TB SSD/GPU 10 Núcleos/14"" Plata",1849.0,,PcComponentes,2026-04-17
"Portátil Acer Aspire 14 AI 14"" Intel Core Ultra 5 226V 16GB 1TB SSD Intel Arc Windows 11 Home",799.0,N/A,PcComponentes,2026-04-17
"Portátil HP ProBook 4 G1a 14"" AMD Ryzen 7 250 32GB RAM 1TB SSD Gráficos Radeon 780M Windows 11 Pro",1219.0,,PcComponentes,2026-04-17
"Replay HP EliteBook 830 G7 Intel Core i5-10310U/16GB/512 SSD/13.3"" Refurbished",369.0,,PcComponentes,2026-04-17
"ASUS Vivobook 15 M1502YA-R75BLHDSS3 AMD Ryzen 7 5825U/16GB/1TB SSD/15.6"" (PT)",599.0,,PcComponentes,2026-04-17
"Apple MacBook Pro 16"" Apple M5 Pro 18 núcleos 48GB 1TB SSD Apple GPU 20 núcleos macOS Negro Espacial",3549.0,,PcComponentes,2026-04-17
"Portátil Lenovo V14 G5 IRL 14"" Intel Core i3-1315U 8GB 512GB SSD UHD Graphics Windows 11 Home",495.99,N/A,PcComponentes,2026-04-17
"Replay Lenovo ThinkPad T14 Gen 3 Intel Core i7-1265U/16GB/256GB SSD/14"" Refurbished",599.0,N/A,PcComponentes,2026-04-17
"ASUS ROG Zephyrus G14 OLED GA403WR-QS087W AMD Ryzen AI 9 HX 370/32GB/1TB SSD/RTX 5070 Ti/14""",2489.99,,PcComponentes,2026-04-17
"Portátil HP OmniBook 5 14-he0017ns 14"" Snapdragon X1-26-100 16GB 512GB SSD Windows 11",749.0,,PcComponentes,2026-04-17
"Portátil Alienware 16X Aurora 16"" Intel Core Ultra 9 275HX 32GB 1TB SSD RTX 5070 8GB Indigo",2296.53,,PcComponentes,2026-04-17
"Portátil Lenovo ThinkBook 14 G9 IRL 14"" Intel Core 7 240H 16GB 512GB SSD Intel Graphics Windows 11 Pro",1283.96,N/A,PcComponentes,2026-04-17
"HP ZBook Power 16 G11 A AMD Ryzen 9 8945HS/32GB/1TB SSD/RTX 2000 Ada/16""",3454.97,,PcComponentes,2026-04-17
"Portátil Asus ExpertBook B3 B3405CCA-LY0045X 14"" Intel Core Ultra 5 225H 16GB 512GB SSD Arc 130T Windows 11 Pro",940.08,N/A,PcComponentes,2026-04-17
"Portátil Dell Pro 16 PC16250 16"" Intel Core Ultra 5 235U 16GB 512GB SSD Intel Graphics Windows 11 Pro",1183.95,N/A,PcComponentes,2026-04-17
"Apple MacBook Air 13"" Apple M5 16GB 512GB SSD GPU 8 núcleos macOS Blanco Estrella",1159.0,"4,9/5",PcComponentes,2026-04-17
"Portátil Acer Extensa 15 EX215-57 15.6"" Intel Core i5-13420H 16GB 1TB SSD Intel UHD Graphics FreeDOS",589.98,N/A,PcComponentes,2026-04-17
"Portátil MSI Modern 15 B7M-485XES 15.6"" AMD Ryzen 7 7730U 16GB 1TB SSD Classic Black",705.05,"4,5/5",PcComponentes,2026-04-17
"Portátil MSI Prestige 16 AI+ C3MG-083ES 16"" Intel Core Ultra 9 386H 32GB 1TB SSD Gráficos Integrados Windows 11",1509.0,N/A,PcComponentes,2026-04-17
"Portátil Asus ZenBook 14 OLED UX3405CA 14"" Intel Core Ultra 7 255H 16GB 512GB SSD Arc 140T Sin Sistema Operativo",959.0,N/A,PcComponentes,2026-04-17
"Apple MacBook Air 13"" Apple M5 16GB 1TB SSD GPU 10 núcleos macOS Blanco Estrella",1449.0,,PcComponentes,2026-04-17
"Portátil Lenovo ThinkPad E14 Gen 7 14"" Intel Core Ultra 5 228V 32GB 512GB SSD AI Boost Windows 11 Pro Negro",1256.46,N/A,PcComponentes,2026-04-17
"Portátil HP 15-fd0327ns 15.6"" Intel Core i7-1355U 16GB 512GB SSD Iris Xe FreeDOS",656.45,,PcComponentes,2026-04-17
"PcCom Revolt 5050 AMD Ryzen 7 260/16GB/1TB SSD/RTX 5050/15.6""",1229.99,,PcComponentes,2026-04-17
"Portátil Lenovo ThinkPad E16 Gen 3 16"" Intel Core Ultra 5 225U 16GB 512GB SSD Windows 11 Pro",1097.0,,PcComponentes,2026-04-17
"Portátil Asus Vivobook 17 X1704VA-AU981 17.3"" Intel Core 5 120U 16GB 1TB SSD Intel Graphics Sin Sistema Operativo",650.84,,PcComponentes,2026-04-17
ASUS ExpertBook P5 P5405CSA-NZ0719X 14″ Intel Core Ultra 7 258V 32GB 1TB SSD Arc Graphics 140V Windows 11 Pro WiFi 7,1358.27,,PcComponentes,2026-04-17
"HP OMEN 16-ap0024ns 16"" AMD Ryzen AI 9 365 32GB 1TB SSD RTX 5070 8GB FreeDOS Negro",1720.05,,PcComponentes,2026-04-17
"Portátil Vanwin Nfcs2154 15.6"" Intel Pentium Gold 6500Y 16GB 512GB SSD UHD Graphics 615 Windows 11 Pro",295.99,,PcComponentes,2026-04-17
